unit_price,promotion,day_of_week,month,quarter,lag_1,lag_7,rolling_7,product_encoded,aisle_encoded
29.33,0,1,3,1,1.0,4.0,3.142857142857143,0,2
5.36,0,4,3,1,5.0,3.0,3.2857142857142856,0,5
6.03,1,5,3,1,4.0,2.0,3.7142857142857144,0,8
16.95,1,2,4,2,5.0,4.0,3.7142857142857144,0,6
11.74,1,3,4,2,4.0,3.0,4.0,0,8
6.53,1,1,4,2,5.0,4.0,3.5714285714285716,0,0
22.99,1,3,4,2,1.0,1.0,4.0,0,6
1.01,1,2,4,2,4.0,5.0,3.857142857142857,0,10
18.29,1,5,4,2,4.0,4.0,3.857142857142857,0,7
21.92,1,6,4,2,4.0,5.0,3.5714285714285716,0,9
5.06,1,1,4,2,3.0,4.0,3.5714285714285716,0,9
13.44,1,3,5,2,4.0,5.0,3.2857142857142856,0,3
8.17,1,3,5,2,3.0,1.0,3.2857142857142856,0,8
15.95,1,1,5,2,1.0,4.0,3.0,0,5
12.08,1,3,5,2,2.0,4.0,2.5714285714285716,0,4
21.65,1,0,5,2,1.0,4.0,2.2857142857142856,0,1
19.41,1,2,6,2,2.0,3.0,2.4285714285714284,0,0
2.82,1,4,6,2,4.0,4.0,2.2857142857142856,0,9
18.67,1,5,6,2,3.0,3.0,2.0,0,7
10.07,0,0,6,2,1.0,1.0,2.0,0,10
23.47,0,3,6,2,1.0,2.0,2.0,0,8
19.25,1,0,6,2,2.0,1.0,2.142857142857143,0,6
15.26,1,2,6,2,2.0,2.0,2.5714285714285716,0,0
29.31,1,5,7,3,5.0,4.0,2.5714285714285716,0,10
29.77,1,5,7,3,4.0,3.0,2.4285714285714284,0,6
5.64,0,1,7,3,2.0,1.0,3.0,0,6
7.37,1,2,7,3,5.0,1.0,3.5714285714285716,0,1
18.86,1,1,8,3,5.0,2.0,3.7142857142857144,0,4
13.06,1,5,8,3,0.0,0.0,0.0,1,1
23.45,1,0,8,3,3.0,0.0,0.0,1,7
20.75,1,5,8,3,3.0,0.0,0.0,1,2
3.12,1,4,9,3,3.0,0.0,0.0,1,1
20.08,1,6,9,3,4.0,0.0,0.0,1,8
5.31,1,0,9,3,1.0,0.0,0.0,1,1
26.14,1,5,9,3,4.0,0.0,3.0,1,3
11.25,1,0,9,3,3.0,3.0,2.7142857142857144,1,3
4.66,1,3,10,4,1.0,3.0,3.0,1,4
18.81,1,5,10,4,5.0,3.0,3.2857142857142856,1,0
3.61,1,0,10,4,5.0,4.0,3.0,1,1
12.15,1,2,10,4,2.0,1.0,3.4285714285714284,1,1
28.55,1,1,10,4,4.0,4.0,3.2857142857142856,1,10
10.6,1,5,11,4,3.0,3.0,3.2857142857142856,1,1
28.03,0,5,11,4,3.0,1.0,3.857142857142857,1,3
10.39,1,1,12,4,5.0,5.0,3.857142857142857,1,8
3.25,1,4,12,4,5.0,5.0,3.5714285714285716,1,1
11.2,1,6,12,4,3.0,2.0,4.0,1,7
27.73,1,5,1,1,5.0,4.0,3.5714285714285716,1,6
9.72,1,3,1,1,1.0,3.0,3.5714285714285716,1,1
27.83,1,4,1,1,3.0,3.0,3.857142857142857,1,10
20.49,1,5,1,1,5.0,5.0,3.7142857142857144,1,8
12.97,1,5,2,1,4.0,5.0,3.2857142857142856,1,6
14.34,1,6,2,1,2.0,3.0,3.5714285714285716,1,2
25.61,1,0,2,1,5.0,5.0,3.4285714285714284,1,2
14.81,0,0,2,1,4.0,1.0,4.0,1,5
1.69,0,3,3,1,5.0,3.0,3.7142857142857144,1,0
16.87,1,3,3,1,1.0,5.0,3.142857142857143,1,1
12.18,1,4,3,1,1.0,4.0,2.7142857142857144,1,3
26.61,1,1,4,2,1.0,2.0,3.142857142857143,1,2
26.51,1,3,4,2,5.0,5.0,2.857142857142857,1,7
5.81,1,3,4,2,3.0,4.0,2.4285714285714284,1,10
28.07,1,3,5,2,1.0,5.0,2.142857142857143,1,8
29.6,1,5,5,2,3.0,1.0,2.7142857142857144,1,3
28.4,1,6,5,2,5.0,1.0,2.7142857142857144,1,1
25.98,1,4,5,2,1.0,1.0,2.7142857142857144,1,0
1.76,1,0,5,2,1.0,5.0,2.7142857142857144,1,1
21.67,1,0,5,2,5.0,3.0,3.0,1,4
17.13,1,6,6,2,5.0,1.0,3.2857142857142856,1,10
22.53,1,6,6,2,3.0,3.0,3.0,1,10
24.86,1,1,7,3,1.0,5.0,2.4285714285714284,1,5
15.62,0,5,7,3,1.0,1.0,3.0,1,0
7.05,1,2,7,3,5.0,1.0,3.2857142857142856,1,1
4.5,1,1,7,3,3.0,5.0,3.0,1,9
4.65,1,3,7,3,3.0,5.0,3.0,1,10
27.7,1,5,7,3,5.0,3.0,3.142857142857143,1,10
23.33,1,6,7,3,4.0,1.0,3.4285714285714284,1,5
19.73,1,3,8,3,3.0,1.0,3.857142857142857,1,8
6.97,1,5,8,3,4.0,5.0,3.4285714285714284,1,6
3.97,1,6,8,3,2.0,3.0,3.142857142857143,1,3
10.83,1,1,8,3,1.0,3.0,2.857142857142857,1,1
17.69,1,3,8,3,1.0,5.0,2.5714285714285716,1,3
26.01,1,5,8,3,3.0,4.0,2.7142857142857144,1,7
6.09,1,4,9,3,5.0,3.0,2.4285714285714284,1,8
12.03,1,2,9,3,1.0,4.0,2.2857142857142856,1,6
4.55,0,4,9,3,3.0,2.0,2.7142857142857144,1,7
23.35,1,1,9,3,5.0,1.0,3.0,1,9
23.89,0,3,10,4,3.0,1.0,3.2857142857142856,1,7
4.36,0,5,10,4,3.0,3.0,3.4285714285714284,1,6
16.6,1,2,10,4,4.0,5.0,2.857142857142857,1,0
22.95,1,4,11,4,1.0,1.0,3.2857142857142856,1,3
14.39,1,2,11,4,4.0,3.0,3.5714285714285716,1,8
9.63,1,0,11,4,5.0,5.0,3.0,1,7
21.91,1,4,11,4,1.0,3.0,2.857142857142857,1,3
26.6,1,0,12,4,2.0,3.0,3.142857142857143,1,10
6.49,1,2,12,4,5.0,4.0,2.7142857142857144,1,2
14.62,0,3,12,4,1.0,1.0,2.7142857142857144,1,2
28.77,1,5,12,4,1.0,4.0,2.857142857142857,1,6
19.96,1,0,12,4,5.0,5.0,2.7142857142857144,1,6
7.35,1,6,12,4,4.0,1.0,3.0,1,5
1.34,0,3,1,1,3.0,2.0,2.857142857142857,1,9
10.74,0,3,1,1,1.0,5.0,2.7142857142857144,1,1
20.8,1,4,1,1,4.0,1.0,3.142857142857143,1,1
18.31,1,5,1,1,4.0,1.0,3.4285714285714284,1,7
20.99,1,4,1,1,3.0,5.0,2.857142857142857,1,5
8.17,1,1,2,1,1.0,4.0,3.0,1,10
25.92,1,6,2,1,5.0,3.0,2.7142857142857144,1,1
23.21,1,3,2,1,1.0,1.0,2.857142857142857,1,3
18.17,0,4,2,1,2.0,4.0,3.0,1,9
13.67,1,4,2,1,5.0,4.0,3.142857142857143,1,2
7.07,1,6,3,1,5.0,3.0,3.142857142857143,1,1
29.37,0,1,3,1,3.0,1.0,3.2857142857142856,1,5
25.06,0,3,3,1,2.0,5.0,3.2857142857142856,1,4
13.66,1,2,4,2,5.0,1.0,3.5714285714285716,1,1
17.06,1,5,4,2,3.0,2.0,3.7142857142857144,1,1
7.49,1,4,4,2,3.0,5.0,3.7142857142857144,1,5
14.97,0,3,4,2,5.0,5.0,3.7142857142857144,1,5
19.96,1,1,4,2,5.0,3.0,3.857142857142857,1,7
19.16,0,5,5,2,4.0,2.0,3.7142857142857144,1,0
20.23,1,2,5,2,1.0,5.0,3.142857142857143,1,7
19.31,1,5,6,2,1.0,3.0,3.0,1,4
11.32,1,0,6,2,2.0,3.0,3.0,1,5
17.61,1,5,6,2,3.0,5.0,3.0,1,0
13.4,1,6,6,2,5.0,5.0,2.857142857142857,1,7
23.71,1,0,6,2,4.0,4.0,2.7142857142857144,1,2
13.9,1,3,7,3,3.0,1.0,3.0,1,4
11.67,1,5,7,3,3.0,1.0,3.142857142857143,1,6
16.47,1,5,7,3,2.0,2.0,3.0,1,10
28.48,0,6,7,3,1.0,3.0,3.2857142857142856,1,8
7.0,0,1,7,3,5.0,5.0,3.142857142857143,1,4
13.81,1,2,7,3,4.0,4.0,2.857142857142857,1,7
1.69,1,5,8,3,2.0,3.0,2.7142857142857144,1,7
7.54,1,5,8,3,0.0,0.0,0.0,2,10
25.48,1,0,8,3,5.0,0.0,0.0,2,2
27.7,1,2,8,3,4.0,0.0,0.0,2,4
21.5,1,3,8,3,5.0,0.0,0.0,2,4
18.63,1,5,9,3,2.0,0.0,0.0,2,3
1.1,1,0,9,3,3.0,0.0,0.0,2,7
1.69,1,3,9,3,1.0,0.0,3.5714285714285716,2,0
5.05,1,3,10,4,5.0,5.0,3.0,2,0
2.96,1,5,10,4,1.0,4.0,3.142857142857143,2,7
22.08,1,3,10,4,5.0,5.0,2.7142857142857144,2,2
3.73,0,5,10,4,2.0,2.0,3.142857142857143,2,7
7.84,1,5,10,4,5.0,3.0,3.0,2,4
1.55,1,2,11,4,2.0,1.0,3.4285714285714284,2,4
23.4,1,4,11,4,4.0,5.0,3.0,2,8
19.65,1,0,11,4,2.0,1.0,3.5714285714285716,2,0
4.88,0,2,11,4,5.0,5.0,3.4285714285714284,2,2
25.52,1,2,11,4,4.0,2.0,3.4285714285714284,2,9
8.76,0,5,12,4,2.0,5.0,2.857142857142857,2,0
26.53,1,1,12,4,1.0,2.0,3.142857142857143,2,10
29.65,1,2,12,4,4.0,4.0,3.0,2,1
25.52,1,6,12,4,3.0,2.0,3.142857142857143,2,2
25.71,1,0,1,1,3.0,5.0,2.857142857142857,2,5
27.78,1,3,1,1,3.0,4.0,2.5714285714285716,2,1
8.11,1,6,1,1,2.0,2.0,2.4285714285714284,2,8
25.71,1,4,2,1,1.0,1.0,2.4285714285714284,2,10
25.98,0,0,2,1,1.0,4.0,2.0,2,4
7.95,1,2,2,1,1.0,3.0,1.8571428571428572,2,4
29.19,1,4,3,1,2.0,3.0,1.7142857142857142,2,6
22.16,1,6,3,1,2.0,3.0,1.4285714285714286,2,3
22.31,1,0,3,1,1.0,2.0,1.7142857142857142,2,1
6.7,1,1,3,1,4.0,1.0,1.8571428571428572,2,10
28.79,0,1,3,1,2.0,1.0,2.0,2,5
17.38,1,0,3,1,2.0,1.0,2.0,2,5
12.58,0,5,3,1,1.0,2.0,2.4285714285714284,2,4
2.99,0,2,4,2,5.0,2.0,2.5714285714285716,2,2
1.02,1,3,4,2,3.0,1.0,2.5714285714285716,2,10
14.53,1,4,4,2,1.0,4.0,2.4285714285714284,2,5
27.34,1,5,4,2,3.0,2.0,2.4285714285714284,2,4
7.74,1,0,5,2,2.0,2.0,2.2857142857142856,2,9
7.34,1,6,5,2,1.0,1.0,2.5714285714285716,2,10
18.46,1,3,5,2,3.0,5.0,2.4285714285714284,2,10
10.06,1,1,5,2,4.0,3.0,2.5714285714285716,2,3
1.46,1,2,5,2,4.0,1.0,3.142857142857143,2,6
13.39,1,2,5,2,5.0,3.0,3.2857142857142856,2,7
9.7,1,1,5,2,4.0,2.0,3.4285714285714284,2,4
1.44,1,1,5,2,3.0,1.0,3.7142857142857144,2,4
23.18,1,3,5,2,3.0,3.0,3.7142857142857144,2,6
6.61,1,6,6,2,3.0,4.0,3.857142857142857,2,5
25.1,1,1,6,2,5.0,4.0,3.4285714285714284,2,10
28.01,0,2,6,2,1.0,5.0,3.142857142857143,2,2
27.44,0,1,6,2,3.0,4.0,3.0,2,10
11.96,1,3,6,2,3.0,3.0,2.857142857142857,2,1
1.73,1,0,7,3,2.0,3.0,2.5714285714285716,2,0
10.64,0,1,7,3,1.0,3.0,2.7142857142857144,2,7
9.12,1,5,7,3,4.0,5.0,2.2857142857142856,2,2
22.86,1,1,7,3,2.0,1.0,2.2857142857142856,2,5
21.65,1,2,7,3,1.0,3.0,2.2857142857142856,2,8
22.61,1,5,7,3,3.0,3.0,2.5714285714285716,2,1
13.95,1,0,7,3,5.0,2.0,3.0,2,0
1.83,1,1,7,3,5.0,1.0,3.4285714285714284,2,10
6.19,1,3,7,3,4.0,4.0,3.0,2,2
15.62,0,1,7,3,1.0,2.0,3.142857142857143,2,2
27.17,1,0,8,3,3.0,1.0,3.5714285714285716,2,4
21.79,1,2,8,3,4.0,3.0,3.2857142857142856,2,5
4.3,1,3,8,3,1.0,5.0,2.7142857142857144,2,6
22.1,1,4,8,3,1.0,5.0,2.2857142857142856,2,8
23.93,1,3,9,3,2.0,4.0,2.2857142857142856,2,0
25.54,1,4,9,3,4.0,1.0,2.857142857142857,2,0
14.87,0,3,9,3,5.0,3.0,3.142857142857143,2,10
9.7,1,3,10,4,5.0,4.0,3.142857142857143,2,10
14.09,1,3,10,4,4.0,1.0,3.4285714285714284,2,5
27.44,1,4,10,4,3.0,1.0,3.5714285714285716,2,4
8.6,0,5,10,4,2.0,2.0,3.4285714285714284,2,8
24.13,1,5,10,4,1.0,4.0,3.5714285714285716,2,5
18.94,1,0,10,4,5.0,5.0,3.5714285714285716,2,3
6.25,1,0,10,4,5.0,5.0,3.4285714285714284,2,1
29.03,1,3,10,4,4.0,4.0,3.142857142857143,2,10
27.23,1,6,11,4,2.0,3.0,2.857142857142857,2,8
13.8,0,1,11,4,1.0,2.0,2.857142857142857,2,6
4.66,1,5,11,4,2.0,1.0,2.857142857142857,2,9
27.13,1,3,12,4,1.0,5.0,2.5714285714285716,2,4
6.79,1,3,12,4,3.0,5.0,2.0,2,8
20.51,1,3,12,4,1.0,4.0,2.0,2,7
29.82,1,4,1,1,4.0,2.0,2.4285714285714284,2,2
27.03,1,4,1,1,5.0,1.0,2.857142857142857,2,3
21.72,0,0,1,1,4.0,2.0,3.2857142857142856,2,10
19.56,1,4,1,1,5.0,1.0,3.5714285714285716,2,10
10.32,1,1,1,1,3.0,3.0,3.4285714285714284,2,2
28.42,1,0,2,1,2.0,1.0,3.857142857142857,2,4
29.97,1,0,2,1,4.0,4.0,3.7142857142857144,2,6
25.85,1,6,2,1,3.0,5.0,3.7142857142857144,2,0
9.92,0,2,2,1,5.0,4.0,3.4285714285714284,2,1
27.16,1,6,2,1,2.0,5.0,3.0,2,9
14.5,1,1,2,1,2.0,3.0,3.0,2,1
2.29,1,2,2,1,3.0,2.0,3.142857142857143,2,2
3.7,1,3,2,1,3.0,4.0,2.857142857142857,2,6
25.97,1,2,2,1,2.0,3.0,2.857142857142857,2,1
25.21,1,3,2,1,3.0,5.0,2.2857142857142856,2,9
10.12,1,3,3,1,1.0,2.0,2.4285714285714284,2,3
10.39,0,5,3,1,3.0,2.0,2.5714285714285716,2,1
28.81,0,2,3,1,3.0,3.0,2.5714285714285716,2,10
2.08,1,2,3,1,3.0,3.0,2.857142857142857,2,2
19.24,1,6,3,1,5.0,2.0,3.2857142857142856,2,1
25.5,1,6,3,1,5.0,3.0,3.4285714285714284,2,7
23.04,1,1,3,1,4.0,1.0,3.857142857142857,2,2
11.82,1,4,3,1,4.0,3.0,3.7142857142857144,2,0
5.05,0,5,3,1,2.0,3.0,3.4285714285714284,2,1
18.96,0,0,4,2,1.0,3.0,3.7142857142857144,2,0
23.29,1,5,4,2,5.0,5.0,3.142857142857143,2,8
11.94,0,6,4,2,1.0,5.0,3.142857142857143,2,4
25.92,1,3,4,2,5.0,4.0,2.7142857142857144,2,0
26.88,1,0,4,2,1.0,4.0,2.5714285714285716,2,8
16.45,1,1,4,2,3.0,2.0,3.0,2,2
8.1,1,2,5,2,5.0,1.0,3.4285714285714284,2,8
3.7,1,1,5,2,4.0,5.0,2.857142857142857,2,4
7.03,1,2,6,2,1.0,1.0,3.142857142857143,2,10
6.2,1,2,7,3,3.0,5.0,3.0,2,2
19.12,1,1,7,3,4.0,1.0,3.4285714285714284,2,4
12.1,1,0,7,3,4.0,3.0,3.2857142857142856,2,1
19.84,1,4,8,3,2.0,5.0,3.0,2,0
25.48,1,0,8,3,3.0,4.0,3.0,2,3
28.26,0,0,8,3,0.0,0.0,0.0,3,1
19.27,1,5,8,3,1.0,0.0,0.0,3,6
16.72,1,1,9,3,5.0,0.0,0.0,3,1
13.16,1,0,9,3,3.0,0.0,0.0,3,4
27.26,0,0,10,4,3.0,0.0,0.0,3,8
7.83,1,1,10,4,2.0,0.0,0.0,3,10
15.41,1,1,10,4,3.0,0.0,2.857142857142857,3,0
8.4,1,0,10,4,3.0,1.0,2.857142857142857,3,10
5.17,1,3,10,4,1.0,5.0,2.7142857142857144,3,6
20.89,0,4,10,4,4.0,3.0,2.857142857142857,3,6
17.54,1,6,11,4,4.0,3.0,3.142857142857143,3,8
1.33,1,1,12,4,5.0,2.0,3.4285714285714284,3,7
12.08,1,5,12,4,4.0,3.0,3.2857142857142856,3,8
28.25,0,3,12,4,2.0,3.0,3.4285714285714284,3,0
3.75,1,0,12,4,4.0,1.0,4.0,3,8
12.34,1,0,12,4,5.0,4.0,3.5714285714285716,3,7
2.53,1,3,1,1,1.0,4.0,3.4285714285714284,3,10
2.31,1,4,2,1,3.0,5.0,3.142857142857143,3,6
28.85,1,6,2,1,3.0,4.0,3.0,3,3
17.83,1,1,3,1,3.0,2.0,3.4285714285714284,3,8
3.46,1,2,3,1,5.0,4.0,3.142857142857143,3,4
5.66,1,4,3,1,2.0,5.0,2.7142857142857144,3,5
27.48,1,6,3,1,2.0,1.0,3.2857142857142856,3,2
16.13,1,4,3,1,5.0,3.0,3.0,3,6
18.01,1,0,3,1,1.0,3.0,3.0,3,9
10.79,1,2,3,1,3.0,3.0,2.7142857142857144,3,10
15.45,1,5,3,1,1.0,5.0,2.4285714285714284,3,10
5.49,1,1,4,2,3.0,2.0,2.857142857142857,3,4
12.88,1,4,4,2,5.0,2.0,3.0,3,3
28.94,1,6,4,2,3.0,5.0,2.5714285714285716,3,5
18.38,1,4,4,2,2.0,1.0,2.857142857142857,3,10
4.21,1,0,4,2,3.0,3.0,3.0,3,8
20.11,1,6,4,2,4.0,1.0,3.2857142857142856,3,9
23.7,1,1,5,2,3.0,3.0,3.5714285714285716,3,2
23.08,1,2,5,2,5.0,5.0,3.4285714285714284,3,7
12.16,1,1,5,2,4.0,3.0,3.7142857142857144,3,1
17.19,1,4,5,2,5.0,2.0,3.5714285714285716,3,10
24.56,1,5,5,2,1.0,3.0,3.2857142857142856,3,9
15.31,1,1,6,2,1.0,4.0,3.4285714285714284,3,4
4.07,1,1,6,2,5.0,3.0,3.7142857142857144,3,2
24.16,1,1,6,2,5.0,5.0,3.142857142857143,3,1
20.7,1,3,6,2,1.0,4.0,3.142857142857143,3,5
3.51,1,0,6,2,4.0,5.0,2.857142857142857,3,10
2.56,0,0,6,2,3.0,1.0,2.857142857142857,3,8
4.68,1,6,6,2,1.0,1.0,3.142857142857143,3,0
28.36,1,3,7,3,3.0,5.0,2.857142857142857,3,1
7.98,1,6,7,3,3.0,5.0,2.4285714285714284,3,3
27.33,1,6,7,3,2.0,1.0,2.4285714285714284,3,2
24.27,1,5,7,3,1.0,4.0,2.142857142857143,3,4
15.11,1,1,7,3,2.0,3.0,2.2857142857142856,3,8
17.6,1,1,8,3,4.0,1.0,2.2857142857142856,3,8
5.97,1,1,8,3,1.0,3.0,2.0,3,2
6.5,1,0,9,3,1.0,3.0,2.142857142857143,3,5
15.35,0,3,9,3,4.0,2.0,2.0,3,9
20.63,1,4,10,4,1.0,1.0,2.0,3,10
23.61,1,2,10,4,1.0,2.0,2.0,3,1
23.71,1,3,10,4,2.0,4.0,2.142857142857143,3,2
11.9,1,1,10,4,5.0,1.0,2.2857142857142856,3,3
2.3,1,1,11,4,2.0,1.0,2.2857142857142856,3,10
14.85,1,1,11,4,1.0,4.0,2.142857142857143,3,3
11.37,1,2,11,4,3.0,1.0,2.2857142857142856,3,4
4.74,1,1,12,4,2.0,1.0,2.5714285714285716,3,5
18.52,0,0,1,1,3.0,2.0,2.4285714285714284,3,4
8.68,1,1,1,1,1.0,5.0,2.0,3,1
12.5,0,2,1,1,2.0,2.0,1.8571428571428572,3,8
28.74,1,5,2,1,1.0,1.0,2.0,3,2
12.98,1,4,2,1,2.0,3.0,1.8571428571428572,3,7
6.05,0,6,2,1,2.0,2.0,1.7142857142857142,3,10
23.48,1,6,2,1,1.0,3.0,1.7142857142857142,3,1
2.35,1,0,2,1,3.0,1.0,2.2857142857142856,3,6
10.77,1,1,3,1,5.0,2.0,2.4285714285714284,3,5
8.72,1,3,3,1,3.0,1.0,2.857142857142857,3,6
2.45,1,6,3,1,4.0,2.0,3.142857142857143,3,7
19.6,1,2,3,1,4.0,2.0,3.4285714285714284,3,9
5.75,1,3,3,1,4.0,1.0,4.0,3,2
4.71,1,2,4,2,5.0,3.0,4.0,3,5
21.49,1,3,4,2,3.0,5.0,3.4285714285714284,3,5
23.82,1,4,4,2,1.0,3.0,3.5714285714285716,3,7
3.04,1,2,5,2,4.0,4.0,3.142857142857143,3,1
23.98,0,4,5,2,1.0,4.0,3.142857142857143,3,5
10.2,1,4,5,2,4.0,4.0,3.2857142857142856,3,2
10.74,1,6,5,2,5.0,5.0,3.2857142857142856,3,1
5.63,1,1,5,2,5.0,3.0,3.4285714285714284,3,2
8.5,1,3,5,2,4.0,1.0,4.0,3,1
18.26,1,3,6,2,5.0,4.0,4.142857142857143,3,1
23.28,1,3,6,2,5.0,1.0,4.285714285714286,3,5
10.71,0,4,7,3,2.0,4.0,4.428571428571429,3,4
10.11,1,1,7,3,5.0,5.0,4.0,3,10
12.16,1,2,7,3,2.0,5.0,3.4285714285714284,3,10
14.57,1,3,7,3,1.0,4.0,3.2857142857142856,3,2
14.5,1,5,7,3,3.0,5.0,3.142857142857143,3,2
17.26,1,4,7,3,4.0,5.0,2.7142857142857144,3,7
8.56,1,2,8,3,0.0,0.0,0.0,4,9
21.57,1,5,8,3,4.0,0.0,0.0,4,3
11.06,1,2,8,3,3.0,0.0,0.0,4,4
5.35,1,3,8,3,1.0,0.0,0.0,4,2
15.38,1,4,9,3,1.0,0.0,0.0,4,10
3.81,1,5,9,3,2.0,0.0,0.0,4,5
11.11,1,5,9,3,4.0,0.0,2.7142857142857144,4,1
8.55,1,6,10,4,4.0,4.0,2.5714285714285716,4,10
1.66,1,0,10,4,3.0,3.0,2.857142857142857,4,4
12.26,1,2,10,4,5.0,1.0,3.4285714285714284,4,8
10.01,0,3,10,4,5.0,1.0,3.7142857142857144,4,9
23.58,1,5,10,4,3.0,2.0,3.7142857142857144,4,0
28.08,1,0,10,4,2.0,4.0,3.4285714285714284,4,1
12.4,1,1,10,4,2.0,4.0,3.4285714285714284,4,4
29.53,1,2,10,4,4.0,3.0,3.5714285714285716,4,10
16.06,0,4,11,4,4.0,5.0,3.2857142857142856,4,8
19.34,1,0,11,4,3.0,5.0,3.2857142857142856,4,6
19.37,0,3,11,4,5.0,3.0,3.0,4,9
8.24,0,5,12,4,1.0,2.0,3.4285714285714284,4,9
14.26,1,2,1,1,5.0,2.0,3.857142857142857,4,0
17.53,1,6,1,1,5.0,4.0,3.7142857142857144,4,5
22.41,1,2,1,1,3.0,4.0,3.7142857142857144,4,5
